Province/State,Country/Region,Confirmed,Deaths,Recovered,Measurement_Date
Iowa,US,3,0,0,2020-03-30
Minnesota,US,5,0,0,2020-03-30
Alabama,US,2,0,0,2020-03-30
Mississippi,US,4,0,0,2020-03-30
West Virginia,US,1,0,0,2020-03-30
Texas,US,1,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Ohio,US,13,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
West Virginia,US,2,0,0,2020-03-30
Wisconsin,US,2,0,0,2020-03-30
Iowa,US,4,0,0,2020-03-30
Illinois,US,3,0,0,2020-03-30
Kentucky,US,3,0,0,2020-03-30
Arkansas,US,1,0,0,2020-03-30
Oklahoma,US,0,0,0,2020-03-30
Kansas,US,1,0,0,2020-03-30
Oklahoma,US,0,0,0,2020-03-30
Maryland,US,3,0,0,2020-03-30
Massachusetts,US,390,5,0,2020-03-30
Georgia,US,11,1,0,2020-03-30
Iowa,US,0,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
Iowa,US,1,0,0,2020-03-30
Minnesota,US,6,0,0,2020-03-30
Missouri,US,4,0,0,2020-03-30
Ohio,US,1,0,0,2020-03-30
Kansas,US,67,4,0,2020-03-30
New York,US,8,1,0,2020-03-30
Pennsylvania,US,0,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
Virginia,US,1,0,0,2020-03-30
North Carolina,US,1,0,0,2020-03-30
Washington,US,147,3,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
Mississippi,US,3,0,0,2020-03-30
Oregon,US,14,2,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
South Dakota,US,4,0,0,2020-03-30
New York,US,0,0,0,2020-03-30
Arizona,US,15,0,0,2020-03-30
Mississippi,US,5,0,0,2020-03-30
Arkansas,US,0,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Montana,US,26,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
California,US,16,1,0,2020-03-30
Maine,US,53,0,0,2020-03-30
Nebraska,US,1,0,0,2020-03-30
Pennsylvania,US,54,0,0,2020-03-30
South Carolina,US,43,0,0,2020-03-30
Virginia,US,11,1,0,2020-03-30
Texas,US,1,0,0,2020-03-30
California,US,4,0,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
Arizona,US,6,0,0,2020-03-30
Colorado,US,2,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
Alberta,Canada,661,3,0,2020-03-30
American Samoa,US,0,0,0,2020-03-30
Anguilla,United Kingdom,2,0,0,2020-03-30
Anhui,China,990,6,984,2020-03-30
Aruba,Netherlands,50,0,1,2020-03-30
Australian Capital Territory,Australia,78,1,2,2020-03-30
Beijing,China,577,8,415,2020-03-30
Bermuda,United Kingdom,27,0,2,2020-03-30
British Columbia,Canada,970,19,0,2020-03-30
British Virgin Islands,United Kingdom,2,0,0,2020-03-30
Cayman Islands,United Kingdom,12,1,0,2020-03-30
Channel Islands,United Kingdom,141,2,0,2020-03-30
Chongqing,China,579,6,570,2020-03-30
Curacao,Netherlands,11,1,2,2020-03-30
Diamond Princess,Canada,0,1,0,2020-03-30
Diamond Princess,US,49,0,0,2020-03-30
Faroe Islands,Denmark,168,0,70,2020-03-30
French Guiana,France,43,0,6,2020-03-30
French Polynesia,France,36,0,0,2020-03-30
Fujian,China,340,1,295,2020-03-30
Gansu,China,138,2,125,2020-03-30
Gibraltar,United Kingdom,69,0,34,2020-03-30
Grand Princess,Canada,13,0,0,2020-03-30
Grand Princess,US,103,3,0,2020-03-30
Greenland,Denmark,10,0,2,2020-03-30
Guadeloupe,France,106,4,17,2020-03-30
Guam,US,58,1,0,2020-03-30
Guangdong,China,1484,8,1351,2020-03-30
Guangxi,China,254,2,250,2020-03-30
Guizhou,China,146,2,144,2020-03-30
Hainan,China,168,6,168,2020-03-30
Hebei,China,321,6,310,2020-03-30
Heilongjiang,China,484,13,469,2020-03-30
Henan,China,1276,22,1251,2020-03-30
Hong Kong,China,682,4,123,2020-03-30
Hubei,China,67801,3186,62889,2020-03-30
Hunan,China,1018,4,1014,2020-03-30
Inner Mongolia,China,97,1,74,2020-03-30
Isle of Man,United Kingdom,49,0,0,2020-03-30
Jiangsu,China,645,0,631,2020-03-30
Jiangxi,China,937,1,935,2020-03-30
Jilin,China,98,1,92,2020-03-30
Liaoning,China,136,2,124,2020-03-30
Macau,China,38,0,10,2020-03-30
Manitoba,Canada,96,1,0,2020-03-30
Martinique,France,93,1,0,2020-03-30
Mayotte,France,82,0,10,2020-03-30
Montserrat,United Kingdom,5,0,0,2020-03-30
New Brunswick,Canada,68,0,0,2020-03-30
New Caledonia,France,15,0,0,2020-03-30
New South Wales,Australia,2032,8,4,2020-03-30
Newfoundland and Labrador,Canada,148,1,0,2020-03-30
Ningxia,China,75,0,75,2020-03-30
Northern Mariana Islands,US,0,0,0,2020-03-30
Northern Territory,Australia,15,0,0,2020-03-30
Northwest Territories,Canada,1,0,0,2020-03-30
Nova Scotia,Canada,127,0,0,2020-03-30
Ontario,Canada,1706,31,0,2020-03-30
Prince Edward Island,Canada,18,0,0,2020-03-30
Puerto Rico,US,174,6,0,2020-03-30
Qinghai,China,18,0,18,2020-03-30
Quebec,Canada,3430,22,0,2020-03-30
Queensland,Australia,689,2,8,2020-03-30
Recovered,Canada,0,0,466,2020-03-30
Recovered,US,0,0,5644,2020-03-30
Reunion,France,224,0,1,2020-03-30
Saint Barthelemy,France,6,0,1,2020-03-30
Saskatchewan,Canada,156,2,0,2020-03-30
Shaanxi,China,253,3,242,2020-03-30
Shandong,China,773,7,753,2020-03-30
Shanghai,China,498,5,338,2020-03-30
Shanxi,China,136,0,133,2020-03-30
Sichuan,China,550,3,536,2020-03-30
Sint Maarten,Netherlands,6,0,0,2020-03-30
South Australia,Australia,305,0,6,2020-03-30
St Martin,France,15,1,2,2020-03-30
Tasmania,Australia,66,0,5,2020-03-30
Tianjin,China,174,3,133,2020-03-30
Tibet,China,1,0,1,2020-03-30
Turks and Caicos Islands,United Kingdom,5,0,0,2020-03-30
Victoria,Australia,821,4,191,2020-03-30
Virgin Islands,US,30,0,0,2020-03-30
Western Australia,Australia,355,2,41,2020-03-30
Xinjiang,China,76,3,73,2020-03-30
Yukon,Canada,4,0,0,2020-03-30
Yunnan,China,180,2,172,2020-03-30
Zhejiang,China,1255,1,1225,2020-03-30
NA,Afghanistan,170,4,2,2020-03-30
NA,Albania,223,11,44,2020-03-30
NA,Algeria,584,35,37,2020-03-30
NA,Andorra,370,8,10,2020-03-30
NA,Angola,7,2,0,2020-03-30
NA,Antigua and Barbuda,7,0,0,2020-03-30
NA,Argentina,820,23,228,2020-03-30
NA,Armenia,482,3,30,2020-03-30
NA,Austria,9618,108,636,2020-03-30
NA,Azerbaijan,273,4,26,2020-03-30
NA,Bahamas,14,0,1,2020-03-30
NA,Bahrain,515,4,279,2020-03-30
NA,Bangladesh,49,5,19,2020-03-30
NA,Barbados,33,0,0,2020-03-30
NA,Belarus,152,0,32,2020-03-30
NA,Belgium,11899,513,1527,2020-03-30
NA,Belize,3,0,0,2020-03-30
NA,Benin,6,0,0,2020-03-30
NA,Bhutan,4,0,0,2020-03-30
NA,Bolivia,97,4,0,2020-03-30
NA,Bosnia and Herzegovina,368,10,17,2020-03-30
NA,Botswana,3,0,0,2020-03-30
NA,Brazil,4579,159,120,2020-03-30
NA,Brunei,127,1,38,2020-03-30
NA,Bulgaria,359,8,17,2020-03-30
NA,Burkina Faso,246,12,31,2020-03-30
NA,Burma,14,0,0,2020-03-30
NA,Cabo Verde,6,1,0,2020-03-30
NA,Cambodia,107,0,21,2020-03-30
NA,Cameroon,139,6,5,2020-03-30
NA,Central African Republic,3,0,0,2020-03-30
NA,Chad,5,0,0,2020-03-30
NA,Chile,2449,8,156,2020-03-30
NA,Colombia,798,12,15,2020-03-30
NA,Congo (Brazzaville),19,0,0,2020-03-30
NA,Congo (Kinshasa),81,8,2,2020-03-30
NA,Costa Rica,330,2,4,2020-03-30
NA,Cote d'Ivoire,168,1,6,2020-03-30
NA,Croatia,790,6,67,2020-03-30
NA,Cuba,170,4,4,2020-03-30
NA,Cyprus,230,7,22,2020-03-30
NA,Czechia,3001,23,25,2020-03-30
NA,Denmark,2577,77,1,2020-03-30
NA,Diamond Princess,712,10,603,2020-03-30
NA,Djibouti,18,0,0,2020-03-30
NA,Dominica,11,0,0,2020-03-30
NA,Dominican Republic,901,42,4,2020-03-30
NA,Ecuador,1962,60,3,2020-03-30
NA,Egypt,656,41,150,2020-03-30
NA,El Salvador,30,0,0,2020-03-30
NA,Equatorial Guinea,12,0,0,2020-03-30
NA,Eritrea,12,0,0,2020-03-30
NA,Estonia,715,3,20,2020-03-30
NA,Eswatini,9,0,0,2020-03-30
NA,Ethiopia,23,0,4,2020-03-30
NA,Fiji,5,0,0,2020-03-30
NA,Finland,1352,13,10,2020-03-30
NA,France,44550,3024,7927,2020-03-30
NA,Gabon,7,1,0,2020-03-30
NA,Gambia,4,1,0,2020-03-30
NA,Georgia,103,0,20,2020-03-30
NA,Germany,66885,645,13500,2020-03-30
NA,Ghana,152,5,2,2020-03-30
NA,Greece,1212,43,52,2020-03-30
NA,Grenada,9,0,0,2020-03-30
NA,Guatemala,36,1,10,2020-03-30
NA,Guinea,22,0,0,2020-03-30
NA,Guinea-Bissau,8,0,0,2020-03-30
NA,Guyana,8,1,0,2020-03-30
NA,Haiti,15,0,1,2020-03-30
NA,Holy See,6,0,0,2020-03-30
NA,Honduras,139,7,3,2020-03-30
NA,Hungary,447,15,34,2020-03-30
NA,Iceland,1086,2,157,2020-03-30
NA,India,1251,32,102,2020-03-30
NA,Indonesia,1414,122,75,2020-03-30
NA,Iran,41495,2757,13911,2020-03-30
NA,Iraq,630,46,152,2020-03-30
NA,Ireland,2910,54,5,2020-03-30
NA,Israel,4695,16,161,2020-03-30
NA,Italy,101739,11591,14620,2020-03-30
NA,Jamaica,36,1,2,2020-03-30
NA,Japan,1866,54,424,2020-03-30
NA,Jordan,268,5,26,2020-03-30
NA,Kazakhstan,302,1,21,2020-03-30
NA,Kenya,50,1,1,2020-03-30
NA,"Korea, South",9661,158,5228,2020-03-30
NA,Kosovo,94,1,1,2020-03-30
NA,Kuwait,266,0,72,2020-03-30
NA,Kyrgyzstan,94,0,3,2020-03-30
NA,Laos,8,0,0,2020-03-30
NA,Latvia,376,0,1,2020-03-30
NA,Lebanon,446,11,35,2020-03-30
NA,Liberia,3,0,0,2020-03-30
NA,Libya,8,0,0,2020-03-30
NA,Liechtenstein,62,0,0,2020-03-30
NA,Lithuania,491,7,7,2020-03-30
NA,Luxembourg,1988,22,40,2020-03-30
NA,MS Zaandam,2,0,0,2020-03-30
NA,Madagascar,43,0,0,2020-03-30
NA,Malaysia,2626,37,479,2020-03-30
NA,Maldives,17,0,13,2020-03-30
NA,Mali,25,2,0,2020-03-30
NA,Malta,156,0,2,2020-03-30
NA,Mauritania,5,1,2,2020-03-30
NA,Mauritius,128,3,0,2020-03-30
NA,Mexico,993,20,35,2020-03-30
NA,Moldova,298,2,15,2020-03-30
NA,Monaco,49,1,1,2020-03-30
NA,Mongolia,12,0,2,2020-03-30
NA,Montenegro,91,1,0,2020-03-30
NA,Morocco,556,33,15,2020-03-30
NA,Mozambique,8,0,0,2020-03-30
NA,Namibia,11,0,2,2020-03-30
NA,Nepal,5,0,1,2020-03-30
NA,Netherlands,11750,864,250,2020-03-30
NA,New Zealand,589,1,63,2020-03-30
NA,Nicaragua,4,1,0,2020-03-30
NA,Niger,27,3,0,2020-03-30
NA,Nigeria,131,2,8,2020-03-30
NA,North Macedonia,285,7,12,2020-03-30
NA,Norway,4445,32,12,2020-03-30
NA,Oman,179,0,29,2020-03-30
NA,Pakistan,1717,21,76,2020-03-30
NA,Panama,989,24,4,2020-03-30
NA,Papua New Guinea,1,0,0,2020-03-30
NA,Paraguay,64,3,1,2020-03-30
NA,Peru,950,24,53,2020-03-30
NA,Philippines,1546,78,42,2020-03-30
NA,Poland,2055,31,7,2020-03-30
NA,Portugal,6408,140,43,2020-03-30
NA,Qatar,693,1,51,2020-03-30
NA,Romania,2109,65,209,2020-03-30
NA,Russia,1836,9,66,2020-03-30
NA,Rwanda,70,0,0,2020-03-30
NA,Saint Kitts and Nevis,7,0,0,2020-03-30
NA,Saint Lucia,9,0,1,2020-03-30
NA,Saint Vincent and the Grenadines,1,0,1,2020-03-30
NA,San Marino,230,25,13,2020-03-30
NA,Saudi Arabia,1453,8,115,2020-03-30
NA,Senegal,162,0,27,2020-03-30
NA,Serbia,785,16,0,2020-03-30
NA,Seychelles,8,0,0,2020-03-30
NA,Singapore,879,3,228,2020-03-30
NA,Slovakia,336,0,7,2020-03-30
NA,Slovenia,756,11,10,2020-03-30
NA,Somalia,3,0,0,2020-03-30
NA,South Africa,1326,3,31,2020-03-30
NA,Spain,87956,7716,16780,2020-03-30
NA,Sri Lanka,122,2,15,2020-03-30
NA,Sudan,6,2,0,2020-03-30
NA,Suriname,8,0,0,2020-03-30
NA,Sweden,4028,146,16,2020-03-30
NA,Switzerland,15922,359,1823,2020-03-30
NA,Syria,10,2,0,2020-03-30
NA,Taiwan*,306,5,39,2020-03-30
NA,Tanzania,19,0,1,2020-03-30
NA,Thailand,1524,9,229,2020-03-30
NA,Timor-Leste,1,0,0,2020-03-30
NA,Togo,30,1,1,2020-03-30
NA,Trinidad and Tobago,82,3,1,2020-03-30
NA,Tunisia,312,8,3,2020-03-30
NA,Turkey,10827,168,162,2020-03-30
NA,Uganda,33,0,0,2020-03-30
NA,Ukraine,548,13,8,2020-03-30
NA,United Arab Emirates,611,5,61,2020-03-30
NA,United Kingdom,22141,1408,135,2020-03-30
NA,Uruguay,310,1,0,2020-03-30
NA,Uzbekistan,149,2,7,2020-03-30
NA,Venezuela,135,3,39,2020-03-30
NA,Vietnam,203,0,55,2020-03-30
NA,West Bank and Gaza,116,1,18,2020-03-30
NA,Zambia,35,0,0,2020-03-30
NA,Zimbabwe,7,1,0,2020-03-30
South Carolina,US,4,0,0,2020-03-31
Louisiana,US,39,1,0,2020-03-31
Virginia,US,7,0,0,2020-03-31
Idaho,US,195,3,0,2020-03-31
Iowa,US,1,0,0,2020-03-31
Missouri,US,2,0,0,2020-03-31
Oklahoma,US,4,0,0,2020-03-31
Colorado,US,181,2,0,2020-03-31
Illinois,US,2,0,0,2020-03-31
Indiana,US,1,0,0,2020-03-31
Mississippi,US,10,0,0,2020-03-31
Nebraska,US,3,0,0,2020-03-31
Pennsylvania,US,9,0,0,2020-03-31
Washington,US,13,0,0,2020-03-31
Vermont,US,23,0,0,2020-03-31
South Carolina,US,13,1,0,2020-03-31
Florida,US,87,0,0,2020-03-31
North Carolina,US,7,0,0,2020-03-31
California,US,313,7,0,2020-03-31
Colorado,US,1,0,0,2020-03-31
New York,US,226,1,0,2020-03-31
Wyoming,US,1,0,0,2020-03-31
Virginia,US,21,0,0,2020-03-31
Mississippi,US,3,0,0,2020-03-31
North Carolina,US,2,0,0,2020-03-31
Virginia,US,30,0,0,2020-03-31
Iowa,US,7,1,0,2020-03-31
Michigan,US,3,0,0,2020-03-31
New York,US,9,1,0,2020-03-31
North Carolina,US,2,0,0,2020-03-31
Virginia,US,1,0,0,2020-03-31
Pennsylvania,US,325,2,0,2020-03-31
Indiana,US,30,1,0,2020-03-31
Kentucky,US,2,0,0,2020-03-31
Louisiana,US,15,0,0,2020-03-31
Ohio,US,5,0,0,2020-03-31
California,US,2,0,0,2020-03-31
Virginia,US,2,0,0,2020-03-31
Virginia,US,3,0,0,2020-03-31
Mississippi,US,4,1,0,2020-03-31
Alaska,US,61,1,0,2020-03-31
Kentucky,US,2,1,0,2020-03-31
South Carolina,US,39,1,0,2020-03-31
Tennessee,US,10,0,0,2020-03-31
Texas,US,1,0,0,2020-03-31
Texas,US,0,0,0,2020-03-31
Maine,US,11,0,0,2020-03-31
Texas,US,5,0,0,2020-03-31
Maryland,US,127,1,0,2020-03-31
Minnesota,US,23,0,0,2020-03-31
North Carolina,US,1,0,0,2020-03-31
Nebraska,US,1,0,0,2020-03-31
Michigan,US,3,0,0,2020-03-31
Arizona,US,16,0,0,2020-03-31
Iowa,US,1,0,0,2020-03-31
Georgia,US,2,0,0,2020-03-31
Texas,US,0,0,0,2020-03-31
Colorado,US,333,6,0,2020-03-31
Colorado,US,1,0,0,2020-03-31
Michigan,US,1,0,0,2020-03-31
Arkansas,US,1,0,0,2020-03-31
Virginia,US,104,2,0,2020-03-31
Pennsylvania,US,5,0,0,2020-03-31
Louisiana,US,161,6,0,2020-03-31
Ohio,US,2,0,0,2020-03-31
Wisconsin,US,1,0,0,2020-03-31
Arkansas,US,1,0,0,2020-03-31
Ohio,US,6,0,0,2020-03-31
Louisiana,US,20,0,0,2020-03-31
Texas,US,2,0,0,2020-03-31
Kansas,US,1,0,0,2020-03-31
Missouri,US,1,0,0,2020-03-31
Ohio,US,3,1,0,2020-03-31
New Jersey,US,31,0,0,2020-03-31
Mississippi,US,10,0,0,2020-03-31
Iowa,US,1,0,0,2020-03-31
Ohio,US,2,0,0,2020-03-31
South Dakota,US,1,0,0,2020-03-31
Texas,US,2,0,0,2020-03-31
Alabama,US,7,0,0,2020-03-31
Louisiana,US,19,0,0,2020-03-31
Colorado,US,3,0,0,2020-03-31
Georgia,US,2,0,0,2020-03-31
Florida,US,9,0,0,2020-03-31
Georgia,US,4,1,0,2020-03-31
Alabama,US,19,1,0,2020-03-31
Georgia,US,4,1,0,2020-03-31
Maryland,US,227,1,0,2020-03-31
Maryland,US,187,2,0,2020-03-31
South Carolina,US,2,0,0,2020-03-31
Georgia,US,3,0,0,2020-03-31
Idaho,US,4,0,0,2020-03-31
North Dakota,US,2,0,0,2020-03-31
Massachusetts,US,191,2,0,2020-03-31
South Carolina,US,1,0,0,2020-03-31
Kentucky,US,1,0,0,2020-03-31
Georgia,US,18,2,0,2020-03-31
Michigan,US,2,0,0,2020-03-31
Missouri,US,1,0,0,2020-03-31
Indiana,US,13,0,0,2020-03-31
Kansas,US,1,0,0,2020-03-31
Georgia,US,131,2,0,2020-03-31
Texas,US,6,0,0,2020-03-31
Missouri,US,1,0,0,2020-03-31
Arkansas,US,1,0,0,2020-03-31
Florida,US,8,0,0,2020-03-31
Michigan,US,9,0,0,2020-03-31
Wisconsin,US,2,0,0,2020-03-31
South Dakota,US,20,0,0,2020-03-31
North Carolina,US,5,0,0,2020-03-31
South Carolina,US,91,1,0,2020-03-31
Louisiana,US,5,0,0,2020-03-31
Pennsylvania,US,52,1,0,2020-03-31
Oklahoma,US,1,0,0,2020-03-31
Pennsylvania,US,2,0,0,2020-03-31
Tennessee,US,2,0,0,2020-03-31
Virginia,US,2,0,0,2020-03-31
New Hampshire,US,12,0,0,2020-03-31
Texas,US,44,1,0,2020-03-31
Ohio,US,9,0,0,2020-03-31
Minnesota,US,4,0,0,2020-03-31
Georgia,US,3,0,0,2020-03-31
Vermont,US,18,0,0,2020-03-31
Arkansas,US,38,0,0,2020-03-31
Iowa,US,7,0,0,2020-03-31
Minnesota,US,1,0,0,2020-03-31
Mississippi,US,4,0,0,2020-03-31
Missouri,US,2,0,0,2020-03-31
Oregon,US,12,1,0,2020-03-31
Tennessee,US,4,0,0,2020-03-31
Washington,US,89,6,0,2020-03-31
New Jersey,US,2909,4,0,2020-03-31
South Carolina,US,15,0,0,2020-03-31
West Virginia,US,16,0,0,2020-03-31
Pennsylvania,US,110,0,0,2020-03-31
Massachusetts,US,171,4,0,2020-03-31
New Mexico,US,129,3,0,2020-03-31
Georgia,US,1,0,0,2020-03-31
Michigan,US,35,1,0,2020-03-31
North Carolina,US,6,0,0,2020-03-31
Texas,US,168,6,0,2020-03-31
Alabama,US,3,0,0,2020-03-31
Georgia,US,20,0,0,2020-03-31
Louisiana,US,6,1,0,2020-03-31
Minnesota,US,1,0,0,2020-03-31
Idaho,US,2,0,0,2020-03-31
Iowa,US,7,0,0,2020-03-31
Idaho,US,192,2,0,2020-03-31
Pennsylvania,US,4,0,0,2020-03-31
Texas,US,1,0,0,2020-03-31
Georgia,US,1,0,0,2020-03-31
Tennessee,US,2,0,0,2020-03-31
Alabama,US,5,0,0,2020-03-31
Tennessee,US,25,0,0,2020-03-31
Minnesota,US,9,0,0,2020-03-31
Mississippi,US,22,1,0,2020-03-31
Missouri,US,1,0,0,2020-03-31
South Dakota,US,1,0,0,2020-03-31
Illinois,US,2,0,0,2020-03-31
Idaho,US,1,0,0,2020-03-31
Idaho,US,2,0,0,2020-03-31
Arkansas,US,1,0,0,2020-03-31
Indiana,US,22,0,0,2020-03-31
Iowa,US,1,0,0,2020-03-31
Kentucky,US,8,0,0,2020-03-31
Missouri,US,64,1,0,2020-03-31
Louisiana,US,63,1,0,2020-03-31
Virginia,US,5,0,0,2020-03-31
Colorado,US,107,2,0,2020-03-31
Kansas,US,3,0,0,2020-03-31
Kentucky,US,2,1,0,2020-03-31
Texas,US,9,1,0,2020-03-31
Utah,US,7,0,0,2020-03-31
Kentucky,US,4,0,0,2020-03-31
Kentucky,US,4,0,0,2020-03-31
Kentucky,US,1,0,0,2020-03-31
Florida,US,2,0,0,2020-03-31
Pennsylvania,US,7,0,0,2020-03-31
Arkansas,US,4,0,0,2020-03-31
Tennessee,US,10,0,0,2020-03-31
Michigan,US,2,0,0,2020-03-31
Texas,US,95,1,0,2020-03-31
Texas,US,53,2,0,2020-03-31
Kentucky,US,2,0,0,2020-03-31
Kentucky,US,2,0,0,2020-03-31
Florida,US,37,0,0,2020-03-31
Massachusetts,US,306,2,0,2020-03-31
Rhode Island,US,14,0,0,2020-03-31
Virginia,US,1,0,0,2020-03-31
Montana,US,3,0,0,2020-03-31
South Dakota,US,1,0,0,2020-03-31
Georgia,US,2,0,0,2020-03-31
New York,US,38,3,0,2020-03-31
Colorado,US,20,1,0,2020-03-31
Florida,US,1219,12,0,2020-03-31
Indiana,US,3,0,0,2020-03-31
Minnesota,US,2,0,0,2020-03-31
Ohio,US,2,1,0,2020-03-31
South Dakota,US,3,0,0,2020-03-31
Texas,US,3,0,0,2020-03-31
Wisconsin,US,9,0,0,2020-03-31
North Carolina,US,16,0,0,2020-03-31
Virginia,US,1,0,0,2020-03-31
Georgia,US,7,0,0,2020-03-31
Oklahoma,US,1,0,0,2020-03-31
Iowa,US,2,0,0,2020-03-31
Missouri,US,5,0,0,2020-03-31
Virginia,US,2,0,0,2020-03-31
Pennsylvania,US,288,3,0,2020-03-31
Nebraska,US,6,0,0,2020-03-31
Wisconsin,US,1,0,0,2020-03-31
Kentucky,US,6,0,0,2020-03-31
Georgia,US,2,0,0,2020-03-31
Alabama,US,3,0,0,2020-03-31
North Carolina,US,22,1,0,2020-03-31
Illinois,US,1,0,0,2020-03-31
Georgia,US,8,0,0,2020-03-31
North Carolina,US,6,0,0,2020-03-31
North Dakota,US,29,0,0,2020-03-31
Texas,US,1,0,0,2020-03-31
New Jersey,US,202,0,0,2020-03-31
Texas,US,3,0,0,2020-03-31
Alabama,US,1,0,0,2020-03-31
Iowa,US,1,0,0,2020-03-31
Kansas,US,3,0,0,2020-03-31
Kentucky,US,1,0,0,2020-03-31
Ohio,US,36,0,0,2020-03-31
Pennsylvania,US,60,2,0,2020-03-31
California,US,8,0,0,2020-03-31
South Dakota,US,0,0,0,2020-03-31
Georgia,US,6,0,0,2020-03-31
North Carolina,US,47,1,0,2020-03-31
West Virginia,US,1,0,0,2020-03-31
Utah,US,7,0,0,2020-03-31
Louisiana,US,242,7,0,2020-03-31
Oklahoma,US,1,0,0,2020-03-31
California,US,3,0,0,2020-03-31
Louisiana,US,65,1,0,2020-03-31
North Carolina,US,3,0,0,2020-03-31
Texas,US,1,0,0,2020-03-31
Vermont,US,2,0,0,2020-03-31
Alabama,US,9,0,0,2020-03-31
Florida,US,1,0,0,2020-03-31
Georgia,US,9,0,0,2020-03-31
Michigan,US,17,0,0,2020-03-31
Mississippi,US,3,0,0,2020-03-31
South Carolina,US,3,1,0,2020-03-31
Texas,US,7,0,0,2020-03-31
Missouri,US,14,0,0,2020-03-31
Kentucky,US,3,0,0,2020-03-31
Wisconsin,US,1,0,0,2020-03-31
Maryland,US,15,0,0,2020-03-31
Idaho,US,1,0,0,2020-03-31
Pennsylvania,US,2,0,0,2020-03-31
Georgia,US,4,0,0,2020-03-31
Missouri,US,12,1,0,2020-03-31
New Jersey,US,228,3,0,2020-03-31
Pennsylvania,US,1,0,0,2020-03-31
Texas,US,26,0,0,2020-03-31
Kentucky,US,8,0,0,2020-03-31
Tennessee,US,4,0,0,2020-03-31
Virginia,US,1,0,0,2020-03-31
Wyoming,US,2,0,0,2020-03-31
Oklahoma,US,19,1,0,2020-03-31
Georgia,US,1,0,0,2020-03-31
Tennessee,US,3,0,0,2020-03-31
Idaho,US,48,1,0,2020-03-31
Missouri,US,15,0,0,2020-03-31
New Jersey,US,12,0,0,2020-03-31
Pennsylvania,US,17,1,0,2020-03-31
Wyoming,US,3,0,0,2020-03-31
Minnesota,US,1,0,0,2020-03-31
Maryland,US,4,0,0,2020-03-31
Georgia,US,123,1,0,2020-03-31
Illinois,US,2,0,0,2020-03-31
Indiana,US,2,0,0,2020-03-31
Iowa,US,1,0,0,2020-03-31
Kentucky,US,2,0,0,2020-03-31
Maryland,US,92,2,0,2020-03-31
Mississippi,US,1,0,0,2020-03-31
New Hampshire,US,12,0,0,2020-03-31
Ohio,US,5,0,0,2020-03-31
Tennessee,US,5,0,0,2020-03-31
Virginia,US,1,0,0,2020-03-31
Nevada,US,5,0,0,2020-03-31
Missouri,US,4,0,0,2020-03-31
Oklahoma,US,1,0,0,2020-03-31
Tennessee,US,1,0,0,2020-03-31
North Carolina,US,12,1,0,2020-03-31
Minnesota,US,10,0,0,2020-03-31
Montana,US,9,0,0,2020-03-31
Indiana,US,1,0,0,2020-03-31
Michigan,US,4,1,0,2020-03-31
Minnesota,US,1,0,0,2020-03-31
Missouri,US,14,0,0,2020-03-31
Nebraska,US,2,0,0,2020-03-31
North Dakota,US,32,1,0,2020-03-31
Texas,US,2,0,0,2020-03-31
Idaho,US,1,0,0,2020-03-31
Texas,US,8,0,0,2020-03-31
North Carolina,US,1,0,0,2020-03-31
Louisiana,US,3,1,0,2020-03-31
North Carolina,US,14,0,0,2020-03-31
Georgia,US,3,0,0,2020-03-31
New York,US,6,0,0,2020-03-31
New York,US,4,0,0,2020-03-31
Maryland,US,14,0,0,2020-03-31
Iowa,US,9,0,0,2020-03-31
Missouri,US,5,0,0,2020-03-31
Pennsylvania,US,26,0,0,2020-03-31
Iowa,US,7,0,0,2020-03-31
Colorado,US,17,1,0,2020-03-31
Alabama,US,36,4,0,2020-03-31
Texas,US,8,0,0,2020-03-31
Illinois,US,26,0,0,2020-03-31
Ohio,US,3,0,0,2020-03-31
Missouri,US,4,0,0,2020-03-31
Maryland,US,40,1,0,2020-03-31
Virginia,US,1,0,0,2020-03-31
South Dakota,US,1,0,0,2020-03-31
South Carolina,US,142,1,0,2020-03-31
Michigan,US,4,0,0,2020-03-31
Florida,US,24,0,0,2020-03-31
Virginia,US,14,0,0,2020-03-31
Georgia,US,1,0,0,2020-03-31
Georgia,US,26,2,0,2020-03-31
North Carolina,US,16,0,0,2020-03-31
Georgia,US,1,0,0,2020-03-31
Georgia,US,3,0,0,2020-03-31
Kansas,US,1,0,0,2020-03-31
New York,US,7,0,0,2020-03-31
New Mexico,US,10,0,0,2020-03-31
Tennessee,US,10,0,0,2020-03-31
Michigan,US,1,0,0,2020-03-31
Washington,US,16,2,0,2020-03-31
New York,US,20,0,0,2020-03-31
